,Road_traffic_density,Order_Date,Time_taken(min),time_periods,Order_Date_period
262,Low,2022-02-12,27,22:00-00:00,2022-02-10 - 2022-02-20
263,High,2022-02-11,25,10:00-13:00,2022-02-10 - 2022-02-20
266,Jam,2022-02-18,53,19:00-22:00,2022-02-10 - 2022-02-20
267,Jam,2022-02-12,42,19:00-22:00,2022-02-10 - 2022-02-20
268,Jam,2022-02-14,20,19:00-22:00,2022-02-10 - 2022-02-20
274,Low,2022-02-18,15,22:00-00:00,2022-02-10 - 2022-02-20
279,Medium,2022-02-16,35,16:00-19:00,2022-02-10 - 2022-02-20
283,Jam,2022-02-13,31,19:00-22:00,2022-02-10 - 2022-02-20
284,Jam,2022-02-14,39,19:00-22:00,2022-02-10 - 2022-02-20
287,Medium,2022-02-18,31,16:00-19:00,2022-02-10 - 2022-02-20
291,Jam,2022-02-18,39,22:00-00:00,2022-02-10 - 2022-02-20
302,Jam,2022-02-16,27,19:00-22:00,2022-02-10 - 2022-02-20
309,Jam,2022-02-17,17,19:00-22:00,2022-02-10 - 2022-02-20
328,High,2022-02-17,25,10:00-13:00,2022-02-10 - 2022-02-20
359,Low,2022-02-15,15,07:00-10:00,2022-02-10 - 2022-02-20
361,Medium,2022-02-13,30,16:00-19:00,2022-02-10 - 2022-02-20
371,Medium,2022-02-14,45,16:00-19:00,2022-02-10 - 2022-02-20
380,Low,2022-02-18,22,22:00-00:00,2022-02-10 - 2022-02-20
392,Medium,2022-02-14,25,16:00-19:00,2022-02-10 - 2022-02-20
395,Low,2022-02-12,18,22:00-00:00,2022-02-10 - 2022-02-20
417,High,2022-02-17,27,13:00-16:00,2022-02-10 - 2022-02-20
419,Jam,2022-02-12,25,19:00-22:00,2022-02-10 - 2022-02-20
422,Low,2022-02-13,24,07:00-10:00,2022-02-10 - 2022-02-20
432,Jam,2022-02-18,40,19:00-22:00,2022-02-10 - 2022-02-20
442,Low,2022-02-12,17,22:00-00:00,2022-02-10 - 2022-02-20
444,Jam,2022-02-12,39,19:00-22:00,2022-02-10 - 2022-02-20
447,Medium,2022-02-18,48,16:00-19:00,2022-02-10 - 2022-02-20
452,Jam,2022-02-18,39,19:00-22:00,2022-02-10 - 2022-02-20
457,Jam,2022-02-12,19,22:00-00:00,2022-02-10 - 2022-02-20
463,Low,2022-02-17,22,22:00-00:00,2022-02-10 - 2022-02-20
468,High,2022-02-11,31,10:00-13:00,2022-02-10 - 2022-02-20
476,Jam,2022-02-15,34,19:00-22:00,2022-02-10 - 2022-02-20
480,High,2022-02-17,16,10:00-13:00,2022-02-10 - 2022-02-20
481,Medium,2022-02-15,23,16:00-19:00,2022-02-10 - 2022-02-20
483,Low,2022-02-17,25,22:00-00:00,2022-02-10 - 2022-02-20
485,Low,2022-02-12,10,22:00-00:00,2022-02-10 - 2022-02-20
490,Medium,2022-02-16,17,16:00-19:00,2022-02-10 - 2022-02-20
491,Medium,2022-02-14,29,16:00-19:00,2022-02-10 - 2022-02-20
498,Jam,2022-02-11,27,19:00-22:00,2022-02-10 - 2022-02-20
501,Jam,2022-02-14,43,19:00-22:00,2022-02-10 - 2022-02-20
529,Low,2022-02-11,25,07:00-10:00,2022-02-10 - 2022-02-20
535,Jam,2022-02-16,38,19:00-22:00,2022-02-10 - 2022-02-20
541,Jam,2022-02-18,25,19:00-22:00,2022-02-10 - 2022-02-20
544,Low,2022-02-18,22,22:00-00:00,2022-02-10 - 2022-02-20
554,Low,2022-02-11,19,22:00-00:00,2022-02-10 - 2022-02-20
564,Medium,2022-02-18,42,16:00-19:00,2022-02-10 - 2022-02-20
567,Medium,2022-02-11,16,16:00-19:00,2022-02-10 - 2022-02-20
603,Medium,2022-02-11,18,16:00-19:00,2022-02-10 - 2022-02-20
608,Low,2022-02-11,17,00:00-04:00,2022-02-10 - 2022-02-20
611,Low,2022-02-17,10,22:00-00:00,2022-02-10 - 2022-02-20
617,Medium,2022-02-14,24,16:00-19:00,2022-02-10 - 2022-02-20
631,Low,2022-02-14,21,22:00-00:00,2022-02-10 - 2022-02-20
634,Medium,2022-02-13,29,16:00-19:00,2022-02-10 - 2022-02-20
635,Low,2022-02-14,20,22:00-00:00,2022-02-10 - 2022-02-20
641,Jam,2022-02-11,54,19:00-22:00,2022-02-10 - 2022-02-20
643,Low,2022-02-13,26,10:00-13:00,2022-02-10 - 2022-02-20
647,Low,2022-02-18,28,22:00-00:00,2022-02-10 - 2022-02-20
649,Medium,2022-02-11,19,16:00-19:00,2022-02-10 - 2022-02-20
659,Jam,2022-02-12,15,19:00-22:00,2022-02-10 - 2022-02-20
668,Jam,2022-02-16,35,19:00-22:00,2022-02-10 - 2022-02-20
678,Low,2022-02-17,24,22:00-00:00,2022-02-10 - 2022-02-20
682,Medium,2022-02-17,17,16:00-19:00,2022-02-10 - 2022-02-20
689,Low,2022-02-11,16,10:00-13:00,2022-02-10 - 2022-02-20
691,Medium,2022-02-14,18,16:00-19:00,2022-02-10 - 2022-02-20
692,Low,2022-02-11,24,22:00-00:00,2022-02-10 - 2022-02-20
695,Low,2022-02-17,14,10:00-13:00,2022-02-10 - 2022-02-20
702,Low,2022-02-17,28,10:00-13:00,2022-02-10 - 2022-02-20
704,Low,2022-02-12,18,22:00-00:00,2022-02-10 - 2022-02-20
709,Medium,2022-02-12,24,16:00-19:00,2022-02-10 - 2022-02-20
711,Low,2022-02-17,21,22:00-00:00,2022-02-10 - 2022-02-20
718,Jam,2022-02-18,47,19:00-22:00,2022-02-10 - 2022-02-20
721,Low,2022-02-11,16,22:00-00:00,2022-02-10 - 2022-02-20
733,Low,2022-02-17,32,10:00-13:00,2022-02-10 - 2022-02-20
735,Low,2022-02-12,22,22:00-00:00,2022-02-10 - 2022-02-20
740,Low,2022-02-15,19,22:00-00:00,2022-02-10 - 2022-02-20
754,Low,2022-02-11,18,22:00-00:00,2022-02-10 - 2022-02-20
756,Low,2022-02-17,20,07:00-10:00,2022-02-10 - 2022-02-20
757,Low,2022-02-11,24,07:00-10:00,2022-02-10 - 2022-02-20
761,Medium,2022-02-12,36,16:00-19:00,2022-02-10 - 2022-02-20
769,Jam,2022-02-11,46,19:00-22:00,2022-02-10 - 2022-02-20
779,Medium,2022-02-13,17,16:00-19:00,2022-02-10 - 2022-02-20
780,High,2022-02-13,22,10:00-13:00,2022-02-10 - 2022-02-20
781,High,2022-02-13,48,10:00-13:00,2022-02-10 - 2022-02-20
782,Jam,2022-02-12,43,19:00-22:00,2022-02-10 - 2022-02-20
796,Low,2022-02-13,15,22:00-00:00,2022-02-10 - 2022-02-20
804,Low,2022-02-17,22,10:00-13:00,2022-02-10 - 2022-02-20
808,Low,2022-02-18,25,22:00-00:00,2022-02-10 - 2022-02-20
810,Jam,2022-02-11,28,19:00-22:00,2022-02-10 - 2022-02-20
816,Low,2022-02-15,10,07:00-10:00,2022-02-10 - 2022-02-20
817,Medium,2022-02-11,29,16:00-19:00,2022-02-10 - 2022-02-20
832,Low,2022-02-13,19,22:00-00:00,2022-02-10 - 2022-02-20
833,Jam,2022-02-12,12,19:00-22:00,2022-02-10 - 2022-02-20
842,Jam,2022-02-17,34,19:00-22:00,2022-02-10 - 2022-02-20
843,Low,2022-02-17,28,07:00-10:00,2022-02-10 - 2022-02-20
855,Jam,2022-02-12,40,19:00-22:00,2022-02-10 - 2022-02-20
859,Medium,2022-02-15,15,16:00-19:00,2022-02-10 - 2022-02-20
866,Low,2022-02-18,33,22:00-00:00,2022-02-10 - 2022-02-20
881,Jam,2022-02-11,16,19:00-22:00,2022-02-10 - 2022-02-20
884,Medium,2022-02-12,38,16:00-19:00,2022-02-10 - 2022-02-20
887,Jam,2022-02-13,10,19:00-22:00,2022-02-10 - 2022-02-20
889,Low,2022-02-15,16,07:00-10:00,2022-02-10 - 2022-02-20
891,Jam,2022-02-18,33,19:00-22:00,2022-02-10 - 2022-02-20
895,Low,2022-02-13,19,00:00-04:00,2022-02-10 - 2022-02-20
898,Low,2022-02-16,17,22:00-00:00,2022-02-10 - 2022-02-20
900,Low,2022-02-16,19,22:00-00:00,2022-02-10 - 2022-02-20
912,Low,2022-02-16,26,22:00-00:00,2022-02-10 - 2022-02-20
928,Low,2022-02-17,14,07:00-10:00,2022-02-10 - 2022-02-20
932,Jam,2022-02-16,39,19:00-22:00,2022-02-10 - 2022-02-20
934,Low,2022-02-18,41,22:00-00:00,2022-02-10 - 2022-02-20
944,Low,2022-02-18,27,22:00-00:00,2022-02-10 - 2022-02-20
945,Jam,2022-02-18,34,19:00-22:00,2022-02-10 - 2022-02-20
951,Medium,2022-02-18,29,16:00-19:00,2022-02-10 - 2022-02-20
954,Jam,2022-02-16,43,19:00-22:00,2022-02-10 - 2022-02-20
958,Low,2022-02-14,28,22:00-00:00,2022-02-10 - 2022-02-20
965,High,2022-02-17,31,10:00-13:00,2022-02-10 - 2022-02-20
968,Low,2022-02-13,21,22:00-00:00,2022-02-10 - 2022-02-20
978,Medium,2022-02-14,18,16:00-19:00,2022-02-10 - 2022-02-20
983,Jam,2022-02-14,33,19:00-22:00,2022-02-10 - 2022-02-20
987,High,2022-02-17,36,10:00-13:00,2022-02-10 - 2022-02-20
992,Jam,2022-02-16,30,19:00-22:00,2022-02-10 - 2022-02-20
997,Low,2022-02-12,40,22:00-00:00,2022-02-10 - 2022-02-20
1000,Jam,2022-02-18,39,19:00-22:00,2022-02-10 - 2022-02-20
1038,Low,2022-02-16,18,22:00-00:00,2022-02-10 - 2022-02-20
1049,Low,2022-02-15,29,22:00-00:00,2022-02-10 - 2022-02-20
1066,Low,2022-02-12,16,22:00-00:00,2022-02-10 - 2022-02-20
1075,Jam,2022-02-18,38,19:00-22:00,2022-02-10 - 2022-02-20
1083,Jam,2022-02-13,27,19:00-22:00,2022-02-10 - 2022-02-20
1091,Jam,2022-02-13,29,19:00-22:00,2022-02-10 - 2022-02-20
1093,Low,2022-02-11,18,10:00-13:00,2022-02-10 - 2022-02-20
1116,Low,2022-02-13,19,22:00-00:00,2022-02-10 - 2022-02-20
1120,Jam,2022-02-14,27,19:00-22:00,2022-02-10 - 2022-02-20
1121,Medium,2022-02-15,15,16:00-19:00,2022-02-10 - 2022-02-20
1131,Jam,2022-02-17,17,19:00-22:00,2022-02-10 - 2022-02-20
1134,High,2022-02-11,25,10:00-13:00,2022-02-10 - 2022-02-20
1137,Medium,2022-02-12,39,16:00-19:00,2022-02-10 - 2022-02-20
1147,Jam,2022-02-16,44,19:00-22:00,2022-02-10 - 2022-02-20
1161,High,2022-02-13,19,10:00-13:00,2022-02-10 - 2022-02-20
1166,Jam,2022-02-14,28,19:00-22:00,2022-02-10 - 2022-02-20
1178,Low,2022-02-17,20,22:00-00:00,2022-02-10 - 2022-02-20
1181,Low,2022-02-13,15,22:00-00:00,2022-02-10 - 2022-02-20
1202,Jam,2022-02-16,39,19:00-22:00,2022-02-10 - 2022-02-20
1203,Jam,2022-02-11,37,19:00-22:00,2022-02-10 - 2022-02-20
1226,Low,2022-02-13,14,22:00-00:00,2022-02-10 - 2022-02-20
1231,Medium,2022-02-16,23,16:00-19:00,2022-02-10 - 2022-02-20
1237,Jam,2022-02-17,19,19:00-22:00,2022-02-10 - 2022-02-20
1240,Low,2022-02-11,21,22:00-00:00,2022-02-10 - 2022-02-20
1248,Jam,2022-02-13,25,19:00-22:00,2022-02-10 - 2022-02-20
1269,Low,2022-02-11,18,10:00-13:00,2022-02-10 - 2022-02-20
1270,Low,2022-02-17,29,22:00-00:00,2022-02-10 - 2022-02-20
1288,High,2022-02-11,23,10:00-13:00,2022-02-10 - 2022-02-20
1291,Medium,2022-02-14,41,16:00-19:00,2022-02-10 - 2022-02-20
1299,High,2022-02-13,39,10:00-13:00,2022-02-10 - 2022-02-20
1310,Low,2022-02-11,27,22:00-00:00,2022-02-10 - 2022-02-20
1311,High,2022-02-15,10,13:00-16:00,2022-02-10 - 2022-02-20
1313,Jam,2022-02-16,18,19:00-22:00,2022-02-10 - 2022-02-20
1321,High,2022-02-13,25,10:00-13:00,2022-02-10 - 2022-02-20
1326,Medium,2022-02-17,29,16:00-19:00,2022-02-10 - 2022-02-20
1332,Low,2022-02-15,11,10:00-13:00,2022-02-10 - 2022-02-20
1335,High,2022-02-13,18,13:00-16:00,2022-02-10 - 2022-02-20
1341,Low,2022-02-18,24,22:00-00:00,2022-02-10 - 2022-02-20
1348,Medium,2022-02-12,36,16:00-19:00,2022-02-10 - 2022-02-20
1350,Low,2022-02-11,16,07:00-10:00,2022-02-10 - 2022-02-20
1357,Low,2022-02-15,18,10:00-13:00,2022-02-10 - 2022-02-20
1358,Jam,2022-02-16,50,19:00-22:00,2022-02-10 - 2022-02-20
1377,Medium,2022-02-18,17,16:00-19:00,2022-02-10 - 2022-02-20
1388,Low,2022-02-17,21,10:00-13:00,2022-02-10 - 2022-02-20
1390,Medium,2022-02-11,28,16:00-19:00,2022-02-10 - 2022-02-20
1391,Low,2022-02-12,43,22:00-00:00,2022-02-10 - 2022-02-20
1410,Low,2022-02-13,26,10:00-13:00,2022-02-10 - 2022-02-20
1412,Jam,2022-02-13,26,19:00-22:00,2022-02-10 - 2022-02-20
1416,Jam,2022-02-16,28,22:00-00:00,2022-02-10 - 2022-02-20
1417,Low,2022-02-15,16,22:00-00:00,2022-02-10 - 2022-02-20
1422,Jam,2022-02-13,19,19:00-22:00,2022-02-10 - 2022-02-20
1425,Jam,2022-02-18,27,19:00-22:00,2022-02-10 - 2022-02-20
1428,Medium,2022-02-17,31,13:00-16:00,2022-02-10 - 2022-02-20
1437,Jam,2022-02-14,15,19:00-22:00,2022-02-10 - 2022-02-20
1462,Medium,2022-02-17,31,16:00-19:00,2022-02-10 - 2022-02-20
1464,Medium,2022-02-12,15,16:00-19:00,2022-02-10 - 2022-02-20
1488,High,2022-02-11,35,13:00-16:00,2022-02-10 - 2022-02-20
1495,Jam,2022-02-15,45,19:00-22:00,2022-02-10 - 2022-02-20
1498,High,2022-02-11,27,10:00-13:00,2022-02-10 - 2022-02-20
1503,Medium,2022-02-18,42,16:00-19:00,2022-02-10 - 2022-02-20
1505,Low,2022-02-11,23,07:00-10:00,2022-02-10 - 2022-02-20
1506,Medium,2022-02-16,49,16:00-19:00,2022-02-10 - 2022-02-20
1511,High,2022-02-17,19,13:00-16:00,2022-02-10 - 2022-02-20
1518,Low,2022-02-11,11,10:00-13:00,2022-02-10 - 2022-02-20
1524,High,2022-02-11,17,10:00-13:00,2022-02-10 - 2022-02-20
1540,Jam,2022-02-15,25,19:00-22:00,2022-02-10 - 2022-02-20
1548,Low,2022-02-15,20,10:00-13:00,2022-02-10 - 2022-02-20
1557,Jam,2022-02-17,28,19:00-22:00,2022-02-10 - 2022-02-20
1559,Jam,2022-02-17,34,19:00-22:00,2022-02-10 - 2022-02-20
1560,Medium,2022-02-16,15,16:00-19:00,2022-02-10 - 2022-02-20
1565,Jam,2022-02-11,32,19:00-22:00,2022-02-10 - 2022-02-20
1568,Jam,2022-02-13,37,19:00-22:00,2022-02-10 - 2022-02-20
1608,Jam,2022-02-17,28,19:00-22:00,2022-02-10 - 2022-02-20
1618,High,2022-02-13,33,10:00-13:00,2022-02-10 - 2022-02-20
1620,Medium,2022-02-18,16,16:00-19:00,2022-02-10 - 2022-02-20
1628,Low,2022-02-18,26,22:00-00:00,2022-02-10 - 2022-02-20
1629,Medium,2022-02-18,32,16:00-19:00,2022-02-10 - 2022-02-20
1636,Jam,2022-02-15,19,19:00-22:00,2022-02-10 - 2022-02-20
1639,Low,2022-02-11,15,22:00-00:00,2022-02-10 - 2022-02-20
1641,Low,2022-02-12,35,22:00-00:00,2022-02-10 - 2022-02-20
1651,Jam,2022-02-14,25,19:00-22:00,2022-02-10 - 2022-02-20
1656,Medium,2022-02-17,17,16:00-19:00,2022-02-10 - 2022-02-20
1659,Jam,2022-02-17,24,19:00-22:00,2022-02-10 - 2022-02-20
1662,Medium,2022-02-18,29,16:00-19:00,2022-02-10 - 2022-02-20
1677,High,2022-02-11,26,10:00-13:00,2022-02-10 - 2022-02-20
1682,Low,2022-02-11,14,22:00-00:00,2022-02-10 - 2022-02-20
1684,Low,2022-02-18,13,22:00-00:00,2022-02-10 - 2022-02-20
1688,Low,2022-02-17,24,10:00-13:00,2022-02-10 - 2022-02-20
1698,Jam,2022-02-16,48,19:00-22:00,2022-02-10 - 2022-02-20
1699,Jam,2022-02-13,29,19:00-22:00,2022-02-10 - 2022-02-20
1707,Medium,2022-02-16,36,16:00-19:00,2022-02-10 - 2022-02-20
1714,Medium,2022-02-16,17,19:00-22:00,2022-02-10 - 2022-02-20
1721,Low,2022-02-11,16,22:00-00:00,2022-02-10 - 2022-02-20
1722,Low,2022-02-16,19,22:00-00:00,2022-02-10 - 2022-02-20
1725,High,2022-02-11,30,13:00-16:00,2022-02-10 - 2022-02-20
1735,Jam,2022-02-18,34,19:00-22:00,2022-02-10 - 2022-02-20
1744,High,2022-02-13,24,10:00-13:00,2022-02-10 - 2022-02-20
1767,Medium,2022-02-13,12,16:00-19:00,2022-02-10 - 2022-02-20
1771,Medium,2022-02-12,33,16:00-19:00,2022-02-10 - 2022-02-20
1777,Low,2022-02-12,35,22:00-00:00,2022-02-10 - 2022-02-20
1780,Jam,2022-02-15,24,19:00-22:00,2022-02-10 - 2022-02-20
1783,Low,2022-02-13,29,07:00-10:00,2022-02-10 - 2022-02-20
1802,Low,2022-02-17,27,07:00-10:00,2022-02-10 - 2022-02-20
1808,Low,2022-02-15,30,22:00-00:00,2022-02-10 - 2022-02-20
1817,Low,2022-02-18,15,22:00-00:00,2022-02-10 - 2022-02-20
1833,Medium,2022-02-16,37,16:00-19:00,2022-02-10 - 2022-02-20
1838,Jam,2022-02-14,35,19:00-22:00,2022-02-10 - 2022-02-20
1846,Jam,2022-02-18,20,19:00-22:00,2022-02-10 - 2022-02-20
1850,Jam,2022-02-17,12,19:00-22:00,2022-02-10 - 2022-02-20
1851,Medium,2022-02-15,15,13:00-16:00,2022-02-10 - 2022-02-20
1857,Low,2022-02-14,32,22:00-00:00,2022-02-10 - 2022-02-20
1876,Jam,2022-02-15,17,19:00-22:00,2022-02-10 - 2022-02-20
1879,Jam,2022-02-15,27,19:00-22:00,2022-02-10 - 2022-02-20
1883,Medium,2022-02-13,18,13:00-16:00,2022-02-10 - 2022-02-20
1894,Jam,2022-02-14,26,19:00-22:00,2022-02-10 - 2022-02-20
1895,Medium,2022-02-17,19,13:00-16:00,2022-02-10 - 2022-02-20
1918,Jam,2022-02-12,34,19:00-22:00,2022-02-10 - 2022-02-20
1919,Medium,2022-02-16,20,19:00-22:00,2022-02-10 - 2022-02-20
1922,Jam,2022-02-18,15,19:00-22:00,2022-02-10 - 2022-02-20
1950,Jam,2022-02-16,43,19:00-22:00,2022-02-10 - 2022-02-20
1953,Low,2022-02-16,29,00:00-04:00,2022-02-10 - 2022-02-20
1964,Medium,2022-02-14,28,16:00-19:00,2022-02-10 - 2022-02-20
1976,Low,2022-02-15,19,07:00-10:00,2022-02-10 - 2022-02-20
1982,Jam,2022-02-12,26,19:00-22:00,2022-02-10 - 2022-02-20
1985,High,2022-02-15,19,10:00-13:00,2022-02-10 - 2022-02-20
1988,Medium,2022-02-12,31,16:00-19:00,2022-02-10 - 2022-02-20
2004,Medium,2022-02-11,21,16:00-19:00,2022-02-10 - 2022-02-20
2044,Jam,2022-02-12,49,19:00-22:00,2022-02-10 - 2022-02-20
2058,Medium,2022-02-15,18,16:00-19:00,2022-02-10 - 2022-02-20
2073,Medium,2022-02-12,39,16:00-19:00,2022-02-10 - 2022-02-20
2082,Low,2022-02-15,11,07:00-10:00,2022-02-10 - 2022-02-20
2083,Jam,2022-02-18,18,19:00-22:00,2022-02-10 - 2022-02-20
2084,Medium,2022-02-13,34,13:00-16:00,2022-02-10 - 2022-02-20
2098,Medium,2022-02-17,15,16:00-19:00,2022-02-10 - 2022-02-20
2101,Medium,2022-02-15,10,13:00-16:00,2022-02-10 - 2022-02-20
2107,Jam,2022-02-18,39,19:00-22:00,2022-02-10 - 2022-02-20
2109,Medium,2022-02-18,14,16:00-19:00,2022-02-10 - 2022-02-20
2114,Low,2022-02-11,24,07:00-10:00,2022-02-10 - 2022-02-20
2116,Medium,2022-02-13,23,16:00-19:00,2022-02-10 - 2022-02-20
2119,Jam,2022-02-15,18,19:00-22:00,2022-02-10 - 2022-02-20
2131,Jam,2022-02-15,35,19:00-22:00,2022-02-10 - 2022-02-20
2133,Medium,2022-02-16,41,16:00-19:00,2022-02-10 - 2022-02-20
2134,Medium,2022-02-13,17,16:00-19:00,2022-02-10 - 2022-02-20
2138,Low,2022-02-15,15,07:00-10:00,2022-02-10 - 2022-02-20
2151,Low,2022-02-17,22,22:00-00:00,2022-02-10 - 2022-02-20
2167,Low,2022-02-13,14,10:00-13:00,2022-02-10 - 2022-02-20
2182,Jam,2022-02-18,35,19:00-22:00,2022-02-10 - 2022-02-20
2186,Medium,2022-02-16,28,16:00-19:00,2022-02-10 - 2022-02-20
2191,Jam,2022-02-12,22,19:00-22:00,2022-02-10 - 2022-02-20
2196,High,2022-02-13,30,10:00-13:00,2022-02-10 - 2022-02-20
2199,Jam,2022-02-15,29,19:00-22:00,2022-02-10 - 2022-02-20
2200,Jam,2022-02-15,48,19:00-22:00,2022-02-10 - 2022-02-20
2202,Jam,2022-02-12,42,19:00-22:00,2022-02-10 - 2022-02-20
2203,Jam,2022-02-12,29,19:00-22:00,2022-02-10 - 2022-02-20
2215,Medium,2022-02-13,28,16:00-19:00,2022-02-10 - 2022-02-20
2232,Jam,2022-02-15,35,19:00-22:00,2022-02-10 - 2022-02-20
2239,Low,2022-02-12,31,22:00-00:00,2022-02-10 - 2022-02-20
2247,Low,2022-02-15,12,10:00-13:00,2022-02-10 - 2022-02-20
2255,Jam,2022-02-13,26,19:00-22:00,2022-02-10 - 2022-02-20
2258,Jam,2022-02-12,30,22:00-00:00,2022-02-10 - 2022-02-20
2263,High,2022-02-17,22,10:00-13:00,2022-02-10 - 2022-02-20
2266,Low,2022-02-17,26,10:00-13:00,2022-02-10 - 2022-02-20
2298,Medium,2022-02-14,10,16:00-19:00,2022-02-10 - 2022-02-20
2317,Low,2022-02-14,17,22:00-00:00,2022-02-10 - 2022-02-20
2322,Low,2022-02-17,14,10:00-13:00,2022-02-10 - 2022-02-20
2325,Jam,2022-02-16,40,19:00-22:00,2022-02-10 - 2022-02-20
2334,Jam,2022-02-15,26,19:00-22:00,2022-02-10 - 2022-02-20
2338,Medium,2022-02-13,16,16:00-19:00,2022-02-10 - 2022-02-20
2345,Low,2022-02-13,19,22:00-00:00,2022-02-10 - 2022-02-20
2357,Jam,2022-02-15,24,19:00-22:00,2022-02-10 - 2022-02-20
2359,Medium,2022-02-16,25,16:00-19:00,2022-02-10 - 2022-02-20
2371,Medium,2022-02-14,38,16:00-19:00,2022-02-10 - 2022-02-20
2372,Jam,2022-02-11,21,19:00-22:00,2022-02-10 - 2022-02-20
2383,Low,2022-02-13,20,07:00-10:00,2022-02-10 - 2022-02-20
2398,Low,2022-02-17,26,07:00-10:00,2022-02-10 - 2022-02-20
2399,Medium,2022-02-14,34,16:00-19:00,2022-02-10 - 2022-02-20
2401,Jam,2022-02-11,15,19:00-22:00,2022-02-10 - 2022-02-20
2408,High,2022-02-13,39,10:00-13:00,2022-02-10 - 2022-02-20
2412,Jam,2022-02-14,15,19:00-22:00,2022-02-10 - 2022-02-20
2417,Jam,2022-02-12,50,19:00-22:00,2022-02-10 - 2022-02-20
2419,Jam,2022-02-11,20,19:00-22:00,2022-02-10 - 2022-02-20
2433,Low,2022-02-14,24,22:00-00:00,2022-02-10 - 2022-02-20
2437,Jam,2022-02-16,42,19:00-22:00,2022-02-10 - 2022-02-20
2451,Jam,2022-02-15,23,19:00-22:00,2022-02-10 - 2022-02-20
2472,High,2022-02-13,32,13:00-16:00,2022-02-10 - 2022-02-20
2494,High,2022-02-13,21,13:00-16:00,2022-02-10 - 2022-02-20
2519,Medium,2022-02-18,34,16:00-19:00,2022-02-10 - 2022-02-20
2522,Low,2022-02-14,25,22:00-00:00,2022-02-10 - 2022-02-20
2531,Low,2022-02-11,23,07:00-10:00,2022-02-10 - 2022-02-20
2544,Medium,2022-02-18,22,16:00-19:00,2022-02-10 - 2022-02-20
2547,High,2022-02-13,33,13:00-16:00,2022-02-10 - 2022-02-20
2561,High,2022-02-17,33,10:00-13:00,2022-02-10 - 2022-02-20
2566,Medium,2022-02-15,20,16:00-19:00,2022-02-10 - 2022-02-20
2583,Low,2022-02-13,14,22:00-00:00,2022-02-10 - 2022-02-20
2584,Jam,2022-02-15,24,19:00-22:00,2022-02-10 - 2022-02-20
2595,Jam,2022-02-17,31,19:00-22:00,2022-02-10 - 2022-02-20
2596,Jam,2022-02-11,20,19:00-22:00,2022-02-10 - 2022-02-20
2598,Medium,2022-02-17,22,13:00-16:00,2022-02-10 - 2022-02-20
2601,Jam,2022-02-12,15,19:00-22:00,2022-02-10 - 2022-02-20
